PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,ESRI_OID,x2,y2
0016XX Irving AV N,3383561,MP 2015 072282,04,3/3/2015 1:48:00 PM,3/2/2015 3:06:00 PM,15:06:00,ASLT2,Asslt W/dngrs Weapon,05,3/3/2015 1:41:07 PM,16150,44.99576579,-93.29941855,-10386043.7644,5620854.9214,NEAR - NORTH,3/4/2015 2:52:14 PM,3/3/2017 1:40:06 PM,2725,-10386043.7644,5620854.92140001
0035XX 46 AV S,3383563,MP 2015 073203,03,3/3/2015 1:30:00 PM,3/3/2015 11:11:00 AM,11:11:00,BURGD,Burglary Of Dwelling,06,3/3/2015 1:48:30 PM,11846,44.93881315,-93.20763717,-10375826.7074,5611894.0076,HOWE,3/5/2015 1:09:55 PM,3/3/2017 1:40:06 PM,2726,-10375826.7074,5611894.00760001
0035XX Edmund BL ,3383564,MP 2015 073272,03,3/3/2015 1:51:00 PM,3/3/2015 11:43:00 AM,11:43:00,BURGD,Burglary Of Dwelling,06,3/3/2015 1:49:14 PM,18834,44.93971597,-93.20420548,-10375444.6939,5612035.9873,HOWE,3/3/2015 7:24:04 PM,3/3/2017 1:40:06 PM,2727,-10375444.6939,5612035.98730001
0007XX Marquette AV S,3383566,MP 2015 073326,01,3/3/2015 1:52:00 PM,3/1/2015 2:30:00 PM,14:30:00,BIKETF,Bike Theft,07,3/3/2015 1:50:46 PM,18610,44.97583563,-93.27128944,-10382912.4459,5617718.1021,DOWNTOWN WEST,3/4/2015 7:07:29 AM,3/3/2017 1:40:06 PM,2728,-10382912.4459,5617718.1021
0009XX Hennepin AV S,3383569,MP 2015 998993,01,3/3/2015 2:02:46 PM,2/28/2015 8:00:00 PM,20:00:00,THEFT,Other Theft,07,3/3/2015 2:02:46 PM,16704,44.97608664,-93.2774358,-10383596.6561,5617757.6018,DOWNTOWN WEST,3/10/2015 7:50:28 AM,3/3/2017 1:40:06 PM,2729,-10383596.6561,5617757.60180001
0030XX Queen AV N,3383578,MP 2015 073357,04,3/3/2015 2:16:00 PM,3/2/2015 2:00:00 PM,14:00:00,THEFT,Other Theft,07,3/3/2015 2:16:12 PM,19853,45.01233951,-93.30951063,-10387167.2091,5623464.2994,JORDAN,3/4/2015 6:05:17 AM,3/3/2017 1:40:06 PM,2730,-10387167.2091,5623464.29940001
0009XX Lake ST E,3383586,MP 2015 998992,03,3/3/2015 2:31:25 PM,3/3/2015 1:30:00 PM,13:30:00,THEFT,Other Theft,07,3/3/2015 2:31:25 PM,19104,44.94836007,-93.26076768,-10381741.1686,5613395.4966,MIDTOWN PHILLIPS,3/6/2015 2:48:37 PM,3/3/2017 1:40:06 PM,2731,-10381741.1686,5613395.4966
0039XX 23 AV S,3383592,MP 2015 073324,03,3/3/2015 3:16:00 PM,3/3/2015 11:49:00 AM,11:49:00,BURGD,Burglary Of Dwelling,06,3/3/2015 3:15:40 PM,19757,44.93141295,-93.23846365,-10379258.2958,5610730.3136,STANDISH,3/6/2015 1:33:36 PM,3/3/2017 1:40:06 PM,2732,-10379258.2958,5610730.3136
18 AV N / Girard AV N,3383606,MP 2015 073391,04,3/3/2015 3:15:00 PM,3/3/2015 2:00:00 PM,14:00:00,DASLT2,2nd Deg Domes Aslt,05,3/3/2015 3:12:12 PM,,44.99741,-93.29717,-10385793.63,5621113.88,NEAR - NORTH,3/4/2015 1:37:50 PM,3/3/2017 1:40:06 PM,2733,-10385793.63,5621113.88000001
0030XX Johnson ST NE,3383622,MP 2015 073415,02,3/3/2015 3:52:00 PM,3/2/2015 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,3/3/2015 3:52:05 PM,13677,45.02303591,-93.23711328,-10379107.9737,5625148.7475,AUDUBON PARK,4/9/2015 11:35:40 AM,3/3/2017 1:40:06 PM,2734,-10379107.9737,5625148.7475
0016XX Harmon PL ,3383632,MP 2015 073404,01,3/3/2015 4:49:00 PM,1/12/2015 12:00:00 PM,12:00:00,THEFT,Other Theft,07,3/3/2015 4:49:02 PM,19869,44.97127979,-93.28577863,-10384525.3752,5617001.2102,LORING PARK,4/27/2015 6:19:00 PM,3/3/2017 1:40:06 PM,2735,-10384525.3752,5617001.21019999
0037XX Russell AV N,3383638,MP 2015 998991,04,3/3/2015 5:11:08 PM,10/15/2014 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/3/2015 5:11:08 PM,20771,45.02318532,-93.31086577,-10387318.0628,5625172.2786,CLEVELAND,3/3/2015 5:11:24 PM,3/3/2017 1:40:06 PM,2736,-10387318.0628,5625172.27860001
0027XX Park AV S,3383648,MP 2015 073417,03,3/3/2015 5:32:00 PM,3/3/2015 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,3/3/2015 5:32:23 PM,16416,44.95284187,-93.26516708,-10382230.9077,5614100.4559,PHILLIPS WEST,3/4/2015 8:04:33 AM,3/3/2017 1:40:06 PM,2737,-10382230.9077,5614100.45589999
0010XX Currie AV ,3383656,MP 2015 073528,01,3/3/2015 6:10:00 PM,3/3/2015 5:15:00 PM,17:15:00,ROBPER,Robbery Of Person,04,3/3/2015 6:08:51 PM,25669,44.97802336,-93.29716994,-10385793.4503,5618062.3777,DOWNTOWN WEST,3/3/2015 10:59:57 PM,3/3/2017 1:40:06 PM,2738,-10385793.4503,5618062.3777
0027XX Stevens AV S,3383658,MP 2015 998989,05,3/3/2015 6:19:02 PM,2/20/2015 3:00:00 AM,03:00:00,THEFT,Other Theft,07,3/3/2015 6:19:02 PM,17931,44.95284146,-93.2753434,-10383363.731,5614100.3922,WHITTIER,3/4/2015 7:34:08 AM,3/3/2017 1:40:06 PM,2739,-10383363.731,5614100.39220001
0007XX Nicollet Mall  ,3383662,MP 2015 073571,01,3/3/2015 6:55:00 PM,3/3/2015 4:41:00 PM,16:41:00,BURGB,Burglary Of Business,06,3/3/2015 6:56:44 PM,21934,44.97641969,-93.27268029,-10383067.275,5617810.0129,DOWNTOWN WEST,3/16/2015 11:13:00 PM,3/3/2017 1:40:06 PM,2740,-10383067.275,5617810.01290001
0032XX Emerson AV S,3383663,MP 2015 073596,05,3/3/2015 7:30:00 PM,3/3/2015 2:00:00 PM,14:00:00,BURGD,Burglary Of Dwelling,06,3/3/2015 7:17:55 PM,14085,44.94381988,-93.29450872,-10385497.2041,5612681.4084,CARAG,3/4/2015 7:38:16 AM,3/3/2017 1:40:06 PM,2741,-10385497.2041,5612681.4084
0029XX Thomas AV S,3383665,MP 2015 073582,05,3/3/2015 7:29:00 PM,3/3/2015 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,3/3/2015 7:27:57 PM,23137,44.95032034,-93.31389898,-10387655.7189,5613703.8285,CEDAR - ISLES - DEAN,3/4/2015 7:38:31 AM,3/3/2017 1:40:06 PM,2742,-10387655.7189,5613703.82850001
45 ST E / Hiawatha AV ,3383675,MP 2015 998987,03,3/3/2015 8:10:30 PM,3/3/2015 9:00:00 AM,09:00:00,TFMV,Theft From Motr Vehc,07,3/3/2015 8:10:30 PM,,44.92151,-93.21989,-10377190.99,5609173.235,ERICSSON,3/4/2015 8:07:22 AM,3/3/2017 1:40:06 PM,2743,-10377190.99,5609173.235
0028XX Hennepin AV S,3383684,MP 2015 073572,05,3/3/2015 9:00:00 PM,3/3/2015 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,3/3/2015 8:53:25 PM,20796,44.95095754,-93.29826148,-10385914.9597,5613804.0564,LOWRY HILL EAST,3/5/2015 3:50:36 PM,3/3/2017 1:40:06 PM,2744,-10385914.9597,5613804.0564
0034XX James AV N,3383692,MP 2015 073800,04,3/3/2015 10:02:00 PM,3/3/2015 9:39:00 PM,21:39:00,ASLT4,Aslt-police/emerg P,05,3/3/2015 10:02:36 PM,19937,45.01770005,-93.30064373,-10386180.151,5624308.4278,FOLWELL,3/25/2015 10:00:37 AM,3/3/2017 1:40:06 PM,2745,-10386180.151,5624308.4278
0029XX Thomas AV S,3383694,MP 2015 073742,05,3/3/2015 10:22:00 PM,3/3/2015 4:30:00 PM,16:30:00,TFMV,Theft From Motr Vehc,07,3/3/2015 10:21:48 PM,23137,44.95032034,-93.31389898,-10387655.7189,5613703.8285,CEDAR - ISLES - DEAN,3/4/2015 7:34:19 AM,3/3/2017 1:40:06 PM,2746,-10387655.7189,5613703.82850001
0061XX Portland AV S,3383695,MP 2015 073791,03,3/3/2015 10:37:00 PM,3/3/2015 9:20:00 PM,21:20:00,AUTOTH,Motor Vehicle Theft,08,3/3/2015 10:37:45 PM,17710,44.89212008,-93.26781439,-10382525.6056,5604553.9596,DIAMOND LAKE,3/4/2015 8:05:26 AM,3/3/2017 1:40:06 PM,2747,-10382525.6056,5604553.95960001
0013XX Nicollet Mall  ,3383705,MP 2015 073365,01,3/4/2015 12:48:00 AM,3/2/2015 8:00:00 AM,08:00:00,THEFT,Other Theft,07,3/4/2015 12:46:57 AM,16714,44.97050597,-93.27771387,-10383627.6107,5616879.4491,LORING PARK,3/11/2015 11:19:51 AM,3/3/2017 1:40:06 PM,2748,-10383627.6107,5616879.44910001
0010XX Currie AV ,3383716,MP 2015 074030,01,3/4/2015 2:15:00 AM,3/4/2015 1:00:00 AM,01:00:00,DASLT3,3rd Deg Domes Aslt,05,3/4/2015 2:16:55 AM,25669,44.97802336,-93.29716994,-10385793.4503,5618062.3777,DOWNTOWN WEST,3/12/2015 3:56:32 PM,3/3/2017 1:40:06 PM,2749,-10385793.4503,5618062.3777
0021XX Aldrich AV S,3383725,MP 2015 998986,05,3/4/2015 7:40:57 AM,3/3/2015 7:25:00 PM,19:25:00,THEFT,Other Theft,07,3/4/2015 7:40:57 AM,18384,44.96180546,-93.28927532,-10384914.625,5615510.5406,LOWRY HILL EAST,3/5/2015 2:25:56 PM,3/3/2017 1:40:06 PM,2750,-10384914.625,5615510.54060001
0020XX Franklin AV E,3383731,MP 2015 074171,05,3/4/2015 8:19:00 AM,3/4/2015 4:00:00 AM,04:00:00,ROBPER,Robbery Of Person,04,3/4/2015 8:17:51 AM,18095,44.96274422,-93.24330569,-10379797.3097,5615658.2311,SEWARD,3/26/2015 2:37:59 PM,3/3/2017 1:40:06 PM,2751,-10379797.3097,5615658.23110001
0050XX Queen AV N,3383733,MP 2015 074188,04,3/4/2015 8:30:00 AM,3/4/2015 2:30:00 AM,02:30:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 8:29:41 AM,10081,45.04667997,-93.3105661,-10387284.7043,5628873.2879,SHINGLE CREEK,3/5/2015 6:22:13 AM,3/3/2017 1:40:06 PM,2752,-10387284.7043,5628873.2879
0033XX Vincent AV N,3383736,MP 2015 074185,04,3/4/2015 8:47:00 AM,3/4/2015 8:05:00 AM,08:05:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 8:46:56 AM,10168,45.01595726,-93.31588612,-10387876.9255,5624033.9796,CLEVELAND,3/5/2015 6:21:51 AM,3/3/2017 1:40:06 PM,2753,-10387876.9255,5624033.9796
0033XX Humboldt AV N,3383740,MP 2015 074174,04,3/4/2015 9:00:00 AM,3/4/2015 7:53:00 AM,07:53:00,DASLT2,2nd Deg Domes Aslt,05,3/4/2015 9:00:26 AM,18760,45.01587829,-93.29811084,-10385898.1905,5624021.544,FOLWELL,3/5/2015 8:07:39 AM,3/3/2017 1:40:06 PM,2754,-10385898.1905,5624021.544
0029XX Chicago AV S,3383750,MP 2015 074154,03,3/4/2015 9:35:00 AM,3/4/2015 7:00:00 AM,07:00:00,ROBPER,Robbery Of Person,04,3/4/2015 9:36:17 AM,25867,44.9488397,-93.26267192,-10381953.1487,5613470.936,MIDTOWN PHILLIPS,3/5/2015 2:40:15 PM,3/3/2017 1:40:06 PM,2755,-10381953.1487,5613470.936
0019XX James AV S,3383752,MP 2015 074195,05,3/4/2015 9:39:00 AM,3/3/2015 5:30:00 PM,17:30:00,THEFT,Other Theft,07,3/4/2015 9:38:54 AM,14815,44.9635876,-93.30071617,-10386188.2144,5615790.9188,LOWRY HILL,3/5/2015 12:38:19 PM,3/3/2017 1:40:06 PM,2756,-10386188.2144,5615790.9188
0009XX Nicollet Mall  ,3383757,MP 2015 072370,01,3/4/2015 9:50:00 AM,3/2/2015 4:15:00 PM,16:15:00,THEFT,Other Theft,07,3/4/2015 9:43:06 AM,19563,44.97449942,-93.27431687,-10383249.4581,5617507.8346,DOWNTOWN WEST,3/4/2015 1:09:34 PM,3/3/2017 1:40:06 PM,2757,-10383249.4581,5617507.83460001
0013XX NICOLLET MALL  ,3383765,MP 2015 998984,01,3/4/2015 10:53:09 AM,3/3/2015 5:30:00 PM,17:30:00,TFMV,Theft From Motr Vehc,07,3/4/2015 10:53:09 AM,16719,44.96985102,-93.27857196,-10383723.1321,5616776.3944,LORING PARK,3/5/2015 7:42:22 AM,3/3/2017 1:40:06 PM,2758,-10383723.1321,5616776.3944
0024XX 27 AV S,3383780,MP 2015 035543,03,3/4/2015 11:30:00 AM,3/3/2015 1:50:00 PM,13:50:00,TMVP,Theft-motr Veh Parts,07,3/4/2015 11:33:17 AM,17460,44.95826826,-93.23304281,-10378654.8508,5614954.0684,SEWARD,3/5/2015 6:16:50 AM,3/3/2017 1:40:06 PM,2759,-10378654.8508,5614954.06840001
WEST RIVER PK  / Franklin AV E,3383790,MP 2015 998983,03,3/4/2015 11:47:30 AM,3/4/2015 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/4/2015 11:47:30 AM,,44.96281,-93.22439,-10377691.95,5615668.251,SEWARD,3/4/2015 12:03:25 PM,3/3/2017 1:40:06 PM,2760,-10377691.95,5615668.251
0009XX OLSON MEM HW ,3383792,MP 2015 998982,04,3/4/2015 11:52:26 AM,2/16/2015 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/4/2015 11:52:26 AM,18943,44.98426424,-93.29249986,-10385273.5791,5619044.5531,SUMNER - GLENWOOD,3/6/2015 7:18:05 AM,3/3/2017 1:40:06 PM,2761,-10385273.5791,5619044.5531
0025XX 36 AV N,3383793,MP 2015 074360,04,3/4/2015 11:54:00 AM,3/4/2015 7:00:00 AM,07:00:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 11:54:00 AM,10225,45.0204685,-93.31271457,-10387523.8701,5624744.408,CLEVELAND,3/6/2015 7:14:22 AM,3/3/2017 1:40:06 PM,2762,-10387523.8701,5624744.408
0047XX France AV S,3383795,MP 2015 074323,05,3/4/2015 12:15:00 PM,3/2/2015 8:00:00 AM,08:00:00,THFTSW,Theft By Swindle,07,3/4/2015 12:13:48 PM,21713,44.91702161,-93.32908428,-10389346.1383,5608467.682,FULTON,3/4/2015 2:56:54 PM,3/3/2017 1:40:06 PM,2763,-10389346.1383,5608467.682
0007XX 38 ST E,3383800,MP 2015 998981,03,3/4/2015 12:28:56 PM,3/3/2015 6:00:00 PM,18:00:00,THEFT,Other Theft,07,3/4/2015 12:28:56 PM,12100,44.93415253,-93.26438491,-10382143.8374,5611161.0996,CENTRAL,3/5/2015 6:29:14 AM,3/3/2017 1:40:06 PM,2764,-10382143.8374,5611161.09960001
0014XX Lake ST W,3383805,MP 2015 074347,05,3/4/2015 12:43:00 PM,3/4/2015 11:25:00 AM,11:25:00,SHOPLF,Shoplifting,07,3/4/2015 12:40:36 PM,20791,44.94836377,-93.29891909,-10385988.1649,5613396.078,ECCO,3/5/2015 6:03:20 AM,3/3/2017 1:40:06 PM,2765,-10385988.1649,5613396.07800001
0031XX Logan AV N,3383818,MP 2015 074249,04,3/4/2015 1:00:00 PM,3/4/2015 9:36:00 AM,09:36:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 12:58:28 PM,10706,45.01230934,-93.30317734,-10386462.1912,5623459.548,JORDAN,3/10/2015 8:25:35 PM,3/3/2017 1:40:06 PM,2766,-10386462.1912,5623459.54800001
0006XX 1 AV N,3383867,MP 2015 074412,04,3/4/2015 1:10:00 PM,2/23/2015 1:03:00 PM,13:03:00,CSCR,Crim Sex Cond-rape,03,3/4/2015 1:50:19 PM,17317,44.97916918,-93.27542606,-10383372.9329,5618242.6955,DOWNTOWN WEST,3/4/2015 2:41:00 PM,3/3/2017 1:40:06 PM,2767,-10383372.9329,5618242.6955
0002XX Lake ST W,3383885,MP 2015 074447,05,3/4/2015 2:04:00 PM,3/4/2015 1:45:00 PM,13:45:00,SHOPLF,Shoplifting,07,3/4/2015 2:04:29 PM,19784,44.94835457,-93.28218485,-10384125.3172,5613394.6311,WHITTIER,3/5/2015 2:30:28 PM,3/3/2017 1:40:06 PM,2768,-10384125.3172,5613394.6311
0031XX Colfax AV S,3383893,MP 2015 074458,05,3/4/2015 2:22:00 PM,3/2/2015 12:00:00 PM,12:00:00,BURGB,Burglary Of Business,06,3/4/2015 2:22:52 PM,21336,44.94566323,-93.29194604,-10385211.9288,5612971.3269,CARAG,3/5/2015 2:43:55 PM,3/3/2017 1:40:06 PM,2769,-10385211.9288,5612971.32690001
0006XX Broadway AV W,3383894,MP 2015 074386,04,3/4/2015 12:25:00 PM,3/4/2015 12:13:00 PM,12:13:00,TFMV,Theft From Motr Vehc,07,3/4/2015 2:22:51 PM,22647,44.99913516,-93.28682309,-10384641.6445,5621385.3364,NEAR - NORTH,3/5/2015 6:23:50 AM,3/3/2017 1:40:06 PM,2770,-10384641.6445,5621385.33640001
0035XX Dupont AV N,3383911,MP 2015 074502,04,3/4/2015 3:09:00 PM,3/4/2015 2:35:00 PM,14:35:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 3:08:35 PM,10410,45.01944202,-93.29307047,-10385337.0996,5624582.7544,FOLWELL,3/5/2015 6:24:53 AM,3/3/2017 1:40:06 PM,2771,-10385337.0996,5624582.7544
0026XX 3 AV S,3383915,MP 2015 074430,05,3/4/2015 3:20:00 PM,3/3/2015 7:00:00 PM,19:00:00,BURGD,Burglary Of Dwelling,06,3/4/2015 3:21:29 PM,20806,44.95463157,-93.27278226,-10383078.6262,5614381.9817,WHITTIER,3/5/2015 2:47:01 PM,3/3/2017 1:40:06 PM,2772,-10383078.6262,5614381.98170001
00001X Lake ST W,3383930,MP 2015 998974,05,3/4/2015 4:18:48 PM,3/4/2015 1:00:00 PM,13:00:00,THEFT,Other Theft,07,3/4/2015 4:18:48 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/6/2015 2:46:16 PM,3/3/2017 1:40:06 PM,2773,-10383749.3904,5613393.4476
0007XX Hennepin AV E,3383936,MP 2015 074580,02,3/4/2015 4:45:00 PM,3/3/2015 8:15:00 PM,20:15:00,BURGB,Burglary Of Business,06,3/4/2015 4:33:59 PM,16932,44.99052323,-93.24905845,-10380437.7035,5620029.6866,MARCY HOLMES,3/5/2015 12:31:50 PM,3/3/2017 1:40:06 PM,2774,-10380437.7035,5620029.6866
0006XX Broadway AV W,3383951,MP 2015 074546,04,3/4/2015 5:08:00 PM,3/4/2015 3:22:00 PM,15:22:00,BURGB,Burglary Of Business,06,3/4/2015 5:08:39 PM,22647,44.99913516,-93.28682309,-10384641.6445,5621385.3364,NEAR - NORTH,3/6/2015 9:36:53 AM,3/3/2017 1:40:06 PM,2775,-10384641.6445,5621385.33640001
0049XX Aldrich AV N,3383952,MP 2015 074639,04,3/4/2015 5:11:00 PM,12/1/2014 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/4/2015 5:10:53 PM,10054,45.04481144,-93.29017791,-10385015.1013,5628578.8912,LIND - BOHANON,3/6/2015 7:14:55 AM,3/3/2017 1:40:06 PM,2776,-10385015.1013,5628578.8912
0042XX 16 AV S,3383957,MP 2015 998972,03,3/4/2015 5:40:02 PM,3/4/2015 12:15:00 PM,12:15:00,THEFT,Other Theft,07,3/4/2015 5:40:02 PM,12240,44.92603189,-93.25112662,-10380667.9308,5609884.228,NORTHROP,3/5/2015 6:27:29 AM,3/3/2017 1:40:06 PM,2777,-10380667.9308,5609884.228
0021XX Lake ST E,3383958,MP 2015 998971,03,3/4/2015 5:44:54 PM,3/4/2015 3:30:00 PM,15:30:00,THEFT,Other Theft,07,3/4/2015 5:44:54 PM,21927,44.94837153,-93.2413201,-10379576.2746,5613397.2984,CORCORAN,3/5/2015 6:26:47 AM,3/3/2017 1:40:06 PM,2778,-10379576.2746,5613397.2984
0028XX 16 AV S,3383965,MP 2015 074585,03,3/4/2015 6:28:00 PM,3/4/2015 3:56:00 PM,15:56:00,BURGD,Burglary Of Dwelling,06,3/4/2015 6:27:49 PM,16439,44.95100925,-93.25121069,-10380677.2898,5613812.1899,EAST PHILLIPS,3/10/2015 9:37:44 AM,3/3/2017 1:40:06 PM,2779,-10380677.2898,5613812.18990001
0002XX 62 ST W,3383971,MP 2015 074613,05,3/4/2015 7:03:00 PM,3/3/2015 4:00:00 PM,16:00:00,BURGD,Burglary Of Dwelling,06,3/4/2015 7:03:06 PM,13466,44.89062727,-93.28192559,-10384096.4566,5604319.3917,WINDOM,3/5/2015 2:37:21 PM,3/3/2017 1:40:06 PM,2780,-10384096.4566,5604319.3917
0039XX 43 AV S,3383975,MP 2015 074707,03,3/4/2015 7:20:00 PM,3/3/2015 4:00:00 PM,16:00:00,BURGD,Burglary Of Dwelling,06,3/4/2015 7:13:35 PM,12485,44.93155397,-93.21148929,-10376255.5241,5610752.4883,HOWE,3/5/2015 6:22:32 AM,3/3/2017 1:40:06 PM,2781,-10376255.5241,5610752.48830001
0032XX 4 ST N,3383976,MP 2015 074728,04,3/4/2015 7:22:00 PM,3/4/2015 6:00:00 PM,18:00:00,DASTR,Domestic Assault/Strangulation,05,3/4/2015 7:21:47 PM,18676,45.01398311,-93.28493554,-10384431.5232,5623723.1098,MCKINLEY,3/5/2015 12:59:38 AM,3/3/2017 1:40:06 PM,2782,-10384431.5232,5623723.10980001
0022XX 38 ST E,3383988,MP 2015 074771,03,3/4/2015 8:10:00 PM,3/4/2015 6:45:00 PM,18:45:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 8:09:40 PM,11770,44.93411509,-93.24035991,-10379469.3868,5611155.2128,STANDISH,3/5/2015 6:23:21 AM,3/3/2017 1:40:06 PM,2783,-10379469.3868,5611155.21280001
0024XX Girard AV S,3383990,MP 2015 074763,05,3/4/2015 8:19:00 PM,3/3/2015 7:00:00 PM,19:00:00,BURGD,Burglary Of Dwelling,06,3/4/2015 8:19:06 PM,14819,44.95823464,-93.29693022,-10385766.7646,5614948.7802,EAST ISLES,3/5/2015 2:33:47 PM,3/3/2017 1:40:06 PM,2784,-10385766.7646,5614948.7802
0035XX 3 ST N,3383995,MP 2015 074765,04,3/4/2015 8:39:00 PM,3/4/2015 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,3/4/2015 8:39:27 PM,10408,45.01939162,-93.28346522,-10384267.8479,5624574.8172,MCKINLEY,3/6/2015 7:15:18 AM,3/3/2017 1:40:06 PM,2785,-10384267.8479,5624574.81720001
0009XX Lasalle AV ,3383997,MP 2015 074847,01,3/4/2015 8:49:00 PM,3/4/2015 8:18:00 PM,20:18:00,TFMV,Theft From Motr Vehc,07,3/4/2015 8:46:25 PM,20918,44.97509158,-93.27570282,-10383403.7408,5617601.0172,DOWNTOWN WEST,3/5/2015 7:42:10 AM,3/3/2017 1:40:06 PM,2786,-10383403.7408,5617601.0172
0019XX Clinton AV S,3383998,MP 2015 074790,05,3/4/2015 8:51:00 PM,3/4/2015 7:13:00 PM,19:13:00,TFMV,Theft From Motr Vehc,07,3/4/2015 8:50:52 PM,22537,44.96332221,-93.27148389,-10382934.0924,5615749.1651,STEVENS SQUARE - LORING HEIGHTS,3/6/2015 2:21:00 PM,3/3/2017 1:40:06 PM,2787,-10382934.0924,5615749.1651
31 AV S / 31 ST E,3384001,MP 2015 074884,03,3/4/2015 9:04:00 PM,3/4/2015 6:20:00 PM,18:20:00,TFMV,Theft From Motr Vehc,07,3/4/2015 9:02:55 PM,,44.94685,-93.22708,-10377991.32,5613158.385,LONGFELLOW,3/5/2015 6:23:56 AM,3/3/2017 1:40:06 PM,2788,-10377991.32,5613158.38500001
0042XX Godfrey PK ,3384003,MP 2015 074620,03,3/4/2015 9:11:00 PM,3/4/2015 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,3/4/2015 9:11:01 PM,18139,44.91765509,-93.21011267,-10376102.279,5608567.2683,HIAWATHA,3/5/2015 10:26:30 AM,3/3/2017 1:40:06 PM,2789,-10376102.279,5608567.2683
0036XX Cedar AV S,3384008,MP 2015 074872,03,3/4/2015 9:48:00 PM,3/4/2015 8:46:00 PM,20:46:00,DASLT2,2nd Deg Domes Aslt,05,3/4/2015 9:48:03 PM,20675,44.93682742,-93.24735478,-10380248.0518,5611581.7323,STANDISH,3/5/2015 8:02:18 AM,3/3/2017 1:40:06 PM,2790,-10380248.0518,5611581.73229999
0008XX Marquette AV S,3384013,MP 2015 074910,01,3/4/2015 10:00:00 PM,3/4/2015 9:23:00 PM,21:23:00,THEFT,Other Theft,07,3/4/2015 9:59:53 PM,17244,44.97486982,-93.27210446,-10383003.1735,5617566.1208,DOWNTOWN WEST,3/6/2015 9:19:47 AM,3/3/2017 1:40:06 PM,2791,-10383003.1735,5617566.12080001
0019XX 2 AV S,3384018,MP 2015 074756,05,3/4/2015 7:00:00 PM,3/4/2015 6:45:00 PM,18:45:00,AUTOTH,Motor Vehicle Theft,08,3/4/2015 10:59:44 PM,18751,44.96332385,-93.27403594,-10383218.1849,5615749.4231,STEVENS SQUARE - LORING HEIGHTS,3/6/2015 11:39:19 PM,3/3/2017 1:40:06 PM,2792,-10383218.1849,5615749.42310001
0018XX Ulysses ST NE,3384030,MP 2015 075054,02,3/5/2015 1:00:00 AM,3/4/2015 10:30:00 PM,22:30:00,DASTR,Domestic Assault/Strangulation,05,3/5/2015 12:19:12 AM,16009,45.00688548,-93.23589116,-10378971.9276,5622605.529,WINDOM PARK,3/5/2015 4:16:29 AM,3/3/2017 1:40:06 PM,2793,-10378971.9276,5622605.529
0023XX 9 ST S,3384032,MP 2015 074900,03,3/5/2015 1:02:00 AM,3/4/2015 9:15:00 PM,21:15:00,THEFT,Other Theft,07,3/5/2015 1:01:09 AM,17201,44.9639705,-93.23853274,-10379265.9873,5615851.1609,SEWARD,3/5/2015 6:25:57 AM,3/3/2017 1:40:06 PM,2794,-10379265.9873,5615851.16089999
Lake ST E / Nicollet AV S,3384050,MP 2015 075273,05,3/5/2015 2:31:00 AM,3/5/2015 1:45:00 AM,01:45:00,ROBPER,Robbery Of Person,04,3/5/2015 3:25:44 AM,,44.94836,-93.27792,-10383651.08,5613394.929,WHITTIER,3/5/2015 7:03:49 AM,3/3/2017 1:40:06 PM,2795,-10383651.08,5613394.92900001
0046XX 5 AV S,3384057,MP 2015 075361,03,3/5/2015 7:25:00 AM,3/4/2015 5:30:00 PM,17:30:00,AUTOTH,Motor Vehicle Theft,08,3/5/2015 7:25:11 AM,12986,44.91880807,-93.26898517,-10382655.9357,5608748.5217,FIELD,3/6/2015 6:09:28 AM,3/3/2017 1:40:06 PM,2796,-10382655.9357,5608748.52170001
0008XX 27 ST E,3384085,MP 2015 998970,03,3/5/2015 9:32:18 AM,3/4/2015 10:38:00 AM,10:38:00,THEFT,Other Theft,07,3/5/2015 9:32:18 AM,25678,44.9537414,-93.26262173,-10381947.5613,5614241.9534,,3/6/2015 2:43:19 PM,3/3/2017 1:40:06 PM,2797,-10381947.5613,5614241.9534
