PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,ESRI_OID,x2,y2
10 AV N / 5 ST N,3439828,MP 2015 277499,01,7/26/2015 12:54:00 AM,7/25/2015 10:51:00 PM,22:51:00,TFMV,Theft From Motr Vehc,07,7/26/2015 12:53:55 AM,,44.98781,-93.28409,-10384337.32,5619602.744,NORTH LOOP,7/27/2015 8:02:39 AM,3/3/2017 1:40:06 PM,10689,-10384337.32,5619602.744
0045XX Hiawatha AV ,3439829,MP 2015 277665,03,7/26/2015 1:01:00 AM,7/26/2015 12:37:00 AM,00:37:00,TFPER,Theft From Person,07,7/26/2015 1:01:24 AM,21628,44.92059183,-93.21921931,-10377116.0256,5609028.9454,HIAWATHA,7/26/2015 5:14:55 AM,3/3/2017 1:40:06 PM,10690,-10377116.0256,5609028.9454
8 ST N / Hennepin AV S,3439856,MP 2015 277840,01,7/26/2015 3:26:00 AM,7/26/2015 2:55:00 AM,02:55:00,ROBPAG,Robbery Per Agg,04,7/26/2015 3:22:26 AM,,44.97718,-93.2759,-10383425.29,5617929.804,DOWNTOWN WEST,7/26/2015 5:16:03 PM,3/3/2017 1:40:06 PM,10691,-10383425.29,5617929.80400001
22 AV N / Dupont AV N,3439857,MP 2015 277827,04,7/26/2015 3:41:00 AM,7/26/2015 1:30:00 AM,01:30:00,ROBPAG,Robbery Per Agg,04,7/26/2015 3:37:16 AM,,45.0015,-93.29258,-10385282.81,5621757.851,HAWTHORNE,7/28/2015 5:06:23 AM,3/3/2017 1:40:06 PM,10692,-10385282.81,5621757.85100001
0009XX 20 AV SE,3439859,MP 2015 277862,02,7/26/2015 5:30:00 AM,7/26/2015 3:11:00 AM,03:11:00,BURGD,Burglary Of Dwelling,06,7/26/2015 4:08:17 AM,21567,44.98694987,-93.22421009,-10377671.597,5619467.2449,COMO,8/12/2015 2:43:08 PM,3/3/2017 1:40:06 PM,10693,-10377671.597,5619467.2449
0001XX 4 ST N,3439865,MP 2015 277914,01,7/26/2015 4:38:00 AM,7/26/2015 3:00:00 AM,03:00:00,THEFT,Other Theft,07,7/26/2015 4:38:16 AM,17122,44.98164758,-93.27311624,-10383115.8047,5618632.7352,DOWNTOWN WEST,7/27/2015 8:03:04 AM,3/3/2017 1:40:06 PM,10694,-10383115.8047,5618632.73520001
0039XX 2 AV S,3439866,MP 2015 277903,03,7/26/2015 4:40:00 AM,7/26/2015 4:08:00 AM,04:08:00,BURGD,Burglary Of Dwelling,06,7/26/2015 4:40:41 AM,18632,44.9314217,-93.27403258,-10383217.8108,5610731.6904,BRYANT,7/27/2015 7:37:08 AM,3/3/2017 1:40:06 PM,10695,-10383217.8108,5610731.6904
0004XX 4 ST SE,3439871,MP 2015 277805,02,7/26/2015 5:00:00 AM,7/26/2015 2:10:00 AM,02:10:00,BURGD,Burglary Of Dwelling,06,7/26/2015 4:59:37 AM,17982,44.98579151,-93.24907752,-10380439.827,5619284.9276,MARCY HOLMES,7/28/2015 12:53:10 PM,3/3/2017 1:40:06 PM,10696,-10380439.827,5619284.9276
0004XX 4 ST SE,3439872,MP 2015 277896,02,7/26/2015 5:00:00 AM,7/25/2015 5:00:00 PM,17:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 5:02:47 AM,17982,44.98579151,-93.24907752,-10380439.827,5619284.9276,MARCY HOLMES,7/26/2015 11:05:32 AM,3/3/2017 1:40:06 PM,10697,-10380439.827,5619284.9276
0035XX Knox AV N,3439873,MP 2015 277873,04,7/26/2015 5:15:00 AM,7/26/2015 1:30:00 AM,01:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 5:14:08 AM,10450,45.01951514,-93.30191189,-10386321.3218,5624594.2692,FOLWELL,7/27/2015 6:53:30 AM,3/3/2017 1:40:06 PM,10698,-10386321.3218,5624594.26919999
0020XX Como AV SE,3439875,MP 2015 277824,02,7/26/2015 5:30:00 AM,7/26/2015 2:15:00 AM,02:15:00,BURGD,Burglary Of Dwelling,06,7/26/2015 5:28:04 AM,20336,44.98786633,-93.22351787,-10377594.5396,5619611.4903,COMO,8/25/2015 12:44:05 PM,3/3/2017 1:40:06 PM,10699,-10377594.5396,5619611.4903
0020XX Pillsbury AV S,3439877,MP 2015 277917,05,7/26/2015 5:34:00 AM,7/26/2015 4:32:00 AM,04:32:00,ASLT2,Asslt W/dngrs Weapon,05,7/26/2015 5:34:02 AM,16780,44.96179868,-93.28125485,-10384021.7901,5615509.4733,WHITTIER,7/28/2015 10:18:06 AM,3/3/2017 1:40:06 PM,10700,-10384021.7901,5615509.47330001
0024XX Bloomington AV S,3439888,MP 2015 277962,03,7/26/2015 8:00:00 AM,7/26/2015 7:08:00 AM,07:08:00,SHOPLF,Shoplifting,07,7/26/2015 7:48:02 AM,21469,44.95823569,-93.25239248,-10380808.8457,5614948.9445,EAST PHILLIPS,7/27/2015 7:40:55 AM,3/3/2017 1:40:06 PM,10701,-10380808.8457,5614948.9445
0024XX Franklin AV E,3439889,MP 2015 277953,03,7/26/2015 6:29:00 AM,7/25/2015 7:45:00 PM,19:45:00,BURGB,Burglary Of Business,06,7/26/2015 7:48:11 AM,21869,44.96275542,-93.23695301,-10379090.1317,5615659.9937,SEWARD,7/26/2015 2:06:45 PM,3/3/2017 1:40:06 PM,10702,-10379090.1317,5615659.99369999
0002XX 40 ST W,3439890,MP 2015 277935,05,7/26/2015 8:00:00 AM,7/26/2015 3:30:00 AM,03:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 8:00:10 AM,11550,44.93047588,-93.28245412,-10384155.2922,5610582.9693,KING FIELD,8/3/2015 11:46:10 AM,3/3/2017 1:40:06 PM,10703,-10384155.2922,5610582.9693
00004X Main ST SE,3439897,MP 2015 277837,02,7/26/2015 8:37:00 AM,7/25/2015 9:00:00 PM,21:00:00,THEFT,Other Theft,07,7/26/2015 8:36:10 AM,17347,44.98479525,-93.2562213,-10381235.0688,5619128.1276,NICOLLET ISLAND - EAST BANK,7/27/2015 10:31:42 AM,3/3/2017 1:40:06 PM,10704,-10381235.0688,5619128.1276
0048XX 10 AV S,3439899,MP 2015 996306,03,7/26/2015 8:54:55 AM,7/25/2015 11:30:00 PM,23:30:00,TFMV,Theft From Motr Vehc,07,7/26/2015 8:54:55 AM,12787,44.91520052,-93.26007526,-10381664.0891,5608181.4086,NORTHROP,7/27/2015 7:54:46 AM,3/3/2017 1:40:06 PM,10705,-10381664.0891,5608181.4086
0016XX Main ST NE,3439900,MP 2015 278019,02,7/26/2015 8:00:00 AM,7/25/2015 10:00:00 PM,22:00:00,THEFT,Other Theft,07,7/26/2015 8:59:02 AM,19041,45.0046078,-93.26767854,-10382510.4831,5622246.9185,SHERIDAN,7/27/2015 2:18:01 PM,3/3/2017 1:40:06 PM,10706,-10382510.4831,5622246.9185
Polk ST NE / Spring ST NE,3439907,MP 2015 278014,02,7/26/2015 9:50:00 AM,7/26/2015 8:00:00 AM,08:00:00,ROBPER,Robbery Of Person,04,7/26/2015 9:49:34 AM,,44.99594,-93.24501,-10379986.6,5620883.095,BELTRAMI,7/26/2015 5:17:26 PM,3/3/2017 1:40:06 PM,10707,-10379986.6,5620883.095
0026XX Longfellow AV S,3439908,MP 2015 278048,03,7/26/2015 9:55:00 AM,7/25/2015 5:30:00 PM,17:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 9:56:44 AM,21407,44.95464577,-93.24609135,-10380107.407,5614384.2139,EAST PHILLIPS,7/28/2015 1:25:47 PM,3/3/2017 1:40:06 PM,10708,-10380107.407,5614384.2139
0011XX 23 AV NE,3439909,MP 2015 278057,02,7/26/2015 10:02:00 AM,7/25/2015 10:00:00 AM,10:00:00,BIKETF,Bike Theft,07,7/26/2015 10:01:01 AM,11139,45.01089494,-93.24302405,-10379765.9577,5623236.8351,WINDOM PARK,7/27/2015 1:52:36 PM,3/3/2017 1:40:06 PM,10709,-10379765.9577,5623236.83510001
0035XX 16 AV S,3439913,MP 2015 278039,03,7/26/2015 10:30:00 AM,7/25/2015 11:00:00 AM,11:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 10:09:57 AM,19534,44.93863991,-93.25116069,-10380671.7236,5611866.7629,POWDERHORN PARK,11/17/2016 7:58:26 AM,3/3/2017 1:40:06 PM,10710,-10380671.7236,5611866.76290001
0048XX 15 AV S,3439914,MP 2015 278046,03,7/26/2015 10:21:00 AM,7/25/2015 8:00:00 PM,20:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 10:19:13 AM,12748,44.91488481,-93.25366915,-10380950.9643,5608131.7796,NORTHROP,7/27/2015 7:44:33 AM,3/3/2017 1:40:06 PM,10711,-10380950.9643,5608131.77960001
12 ST S / Marquette AV S,3439915,MP 2015 996303,01,7/26/2015 10:21:14 AM,7/25/2015 12:30:00 PM,12:30:00,TFMV,Theft From Motr Vehc,07,7/26/2015 10:21:14 AM,,44.97143,-93.27491,-10383315.03,5617024.996,DOWNTOWN WEST,7/27/2015 8:14:54 AM,3/3/2017 1:40:06 PM,10712,-10383315.03,5617024.996
0005XX 1 AV N,3439917,MP 2015 278056,01,7/26/2015 10:30:00 AM,7/26/2015 1:00:00 AM,01:00:00,TFPER,Theft From Person,07,7/26/2015 10:38:36 AM,17104,44.97998625,-93.27428374,-10383245.7696,5618371.2806,DOWNTOWN WEST,7/27/2015 8:13:45 AM,3/3/2017 1:40:06 PM,10713,-10383245.7696,5618371.28059999
0006XX Washington AV N,3439918,MP 2015 996301,01,7/26/2015 10:46:08 AM,7/25/2015 8:30:00 PM,20:30:00,THEFT,Other Theft,07,7/26/2015 10:46:08 AM,16903,44.98717165,-93.27623838,-10383463.3599,5619502.1503,NORTH LOOP,7/27/2015 8:14:48 AM,3/3/2017 1:40:06 PM,10714,-10383463.3599,5619502.15030001
0001XX Bedford ST SE,3439919,MP 2015 276926,02,7/26/2015 11:00:00 AM,7/24/2015 4:30:00 PM,16:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 11:04:30 AM,10308,44.9636872,-93.20901234,-10375979.7908,5615806.5892,PROSPECT PARK - EAST RIVER ROAD,7/26/2015 2:53:10 PM,3/3/2017 1:40:06 PM,10715,-10375979.7908,5615806.58920001
0048XX 12 AV S,3439921,MP 2015 278065,03,7/26/2015 11:11:00 AM,7/25/2015 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,7/26/2015 11:10:21 AM,12754,44.91519208,-93.2575123,-10381378.7821,5608180.0811,NORTHROP,7/27/2015 7:47:08 AM,3/3/2017 1:40:06 PM,10716,-10381378.7821,5608180.08110001
0010XX 11 AV SE,3439922,MP 2015 278060,02,7/26/2015 11:00:00 AM,7/25/2015 11:30:00 PM,23:30:00,TFMV,Theft From Motr Vehc,07,7/26/2015 11:16:00 AM,15145,44.99079207,-93.23587301,-10378969.9072,5620072.0032,COMO,7/27/2015 12:14:42 PM,3/3/2017 1:40:06 PM,10717,-10378969.9072,5620072.00320001
0027XX Grand AV S,3439924,MP 2015 278105,05,7/26/2015 12:45:00 PM,7/26/2015 3:00:00 AM,03:00:00,THEFT,Other Theft,07,7/26/2015 11:19:46 AM,18386,44.95284655,-93.28425027,-10384355.2391,5614101.1927,WHITTIER,8/3/2015 11:49:48 AM,3/3/2017 1:40:06 PM,10718,-10384355.2391,5614101.19269999
0032XX Blaisdell AV S,3439926,MP 2015 278090,05,7/26/2015 11:24:00 AM,7/26/2015 10:55:00 AM,10:55:00,TFMV,Theft From Motr Vehc,07,7/26/2015 11:23:17 AM,14077,44.94383061,-93.27970619,-10383849.3942,5612683.0949,LYNDALE,8/3/2015 11:49:19 AM,3/3/2017 1:40:06 PM,10719,-10383849.3942,5612683.0949
41 AV N / Dupont AV N,3439928,MP 2015 278081,04,7/26/2015 11:30:00 AM,7/26/2015 10:48:00 AM,10:48:00,ROBPAG,Robbery Per Agg,04,7/26/2015 11:27:20 AM,,45.02956,-93.2932,-10385351.76,5626175.903,WEBBER - CAMDEN,7/26/2015 5:22:27 PM,3/3/2017 1:40:06 PM,10720,-10385351.76,5626175.90299999
0050XX Abbott AV S,3439929,MP 2015 278070,05,7/26/2015 11:29:00 AM,7/25/2015 1:30:00 PM,13:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 11:29:03 AM,14353,44.91157603,-93.32266959,-10388632.058,5607611.6677,FULTON,8/3/2015 11:48:29 AM,3/3/2017 1:40:06 PM,10721,-10388632.058,5607611.6677
0019XX Sharon AV SE,3439930,MP 2015 278104,02,7/26/2015 11:35:00 AM,7/25/2015 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,7/26/2015 11:35:05 AM,10313,44.96272255,-93.21215866,-10376330.0379,5615654.8217,PROSPECT PARK - EAST RIVER ROAD,7/27/2015 12:16:25 PM,3/3/2017 1:40:06 PM,10722,-10376330.0379,5615654.82170001
0049XX Elliot AV S,3439931,MP 2015 996299,03,7/26/2015 11:51:23 AM,7/25/2015 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,7/26/2015 11:51:23 AM,14185,44.91306749,-93.26137461,-10381808.7318,5607846.1087,NORTHROP,7/27/2015 7:54:06 AM,3/3/2017 1:40:06 PM,10723,-10381808.7318,5607846.1087
0001XX Rustic Lodge AV E,3439933,MP 2015 278077,05,7/26/2015 12:02:00 PM,7/25/2015 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,7/26/2015 12:02:05 PM,12392,44.91559566,-93.27543738,-10383374.1927,5608243.5227,TANGLETOWN,8/3/2015 11:48:40 AM,3/3/2017 1:40:06 PM,10724,-10383374.1927,5608243.52269999
0018XX Central AV NE,3439935,MP 2015 278140,02,7/26/2015 12:00:00 PM,7/25/2015 12:30:00 PM,12:30:00,AUTOTH,Motor Vehicle Theft,08,7/26/2015 12:41:50 PM,22479,45.00741388,-93.24736822,-10380249.5485,5622688.7254,WINDOM PARK,7/27/2015 12:17:05 PM,3/3/2017 1:40:06 PM,10725,-10380249.5485,5622688.7254
0043XX Bryant AV S,3439936,MP 2015 278156,05,7/26/2015 1:00:00 PM,7/25/2015 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,7/26/2015 1:00:24 PM,11989,44.92409775,-93.2908455,-10385089.4167,5609580.1351,EAST HARRIET,8/3/2015 11:49:56 AM,3/3/2017 1:40:06 PM,10726,-10385089.4167,5609580.1351
00002X 5 ST N,3439937,MP 2015 278163,01,7/26/2015 1:00:00 PM,7/26/2015 1:00:00 AM,01:00:00,ASLT3,Aslt-sgnfcnt Bdly Hm,05,7/26/2015 1:02:35 PM,16701,44.97996756,-93.27316614,-10383121.3599,5618368.3395,DOWNTOWN WEST,10/31/2015 5:52:45 PM,3/3/2017 1:40:06 PM,10727,-10383121.3599,5618368.33950001
0008XX 20 AV SE,3439939,MP 2015 278173,02,7/26/2015 1:15:00 PM,7/26/2015 4:00:00 AM,04:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 1:15:38 PM,21567,44.98694987,-93.22421009,-10377671.597,5619467.2449,COMO,7/27/2015 9:33:37 AM,3/3/2017 1:40:06 PM,10728,-10377671.597,5619467.2449
00001X 5 ST S,3439941,MP 2015 278187,01,7/26/2015 1:25:00 PM,7/26/2015 1:00:00 AM,01:00:00,TFPER,Theft From Person,07,7/26/2015 1:24:01 PM,25831,44.9792772,-93.27150683,-10382936.646,5618259.6951,DOWNTOWN WEST,7/27/2015 8:13:56 AM,3/3/2017 1:40:06 PM,10729,-10382936.646,5618259.69510001
0012XX Broadway AV W,3439944,MP 2015 278164,04,7/26/2015 1:40:00 PM,7/26/2015 11:00:00 AM,11:00:00,THEFT,Other Theft,07,7/26/2015 1:36:35 PM,18643,44.99916102,-93.2964007,-10385707.8187,5621389.4067,NEAR - NORTH,7/26/2015 2:37:45 PM,3/3/2017 1:40:06 PM,10730,-10385707.8187,5621389.4067
0021XX James AV N,3439950,MP 2015 278204,04,7/26/2015 2:01:00 PM,7/26/2015 1:20:00 PM,13:20:00,DASLT2,2nd Deg Domes Aslt,05,7/26/2015 1:59:42 PM,18640,45.00192159,-93.30426531,-10386583.303,5621824.0055,JORDAN,7/26/2015 2:43:32 PM,3/3/2017 1:40:06 PM,10731,-10386583.303,5621824.00550001
0035XX St Paul AV ,3439952,MP 2015 278188,05,7/26/2015 2:07:00 PM,7/25/2015 8:30:00 AM,08:30:00,BURGD,Burglary Of Dwelling,06,7/26/2015 2:07:10 PM,14971,44.95133533,-93.32320837,-10388692.0344,5613863.4813,CEDAR - ISLES - DEAN,8/3/2015 12:06:50 PM,3/3/2017 1:40:06 PM,10732,-10388692.0344,5613863.48129999
Broadway AV W / River PK W,3439955,MP 2015 278238,04,7/26/2015 2:31:00 PM,7/25/2015 10:00:00 PM,22:00:00,ASLT3,Aslt-sgnfcnt Bdly Hm,05,7/26/2015 2:30:09 PM,,44.9991,-93.27746,-10383598.8,5621379.456,NEAR - NORTH,7/27/2015 7:13:13 AM,3/3/2017 1:40:06 PM,10733,-10383598.8,5621379.456
0011XX Marquette AV S,3439958,MP 2015 996295,01,7/26/2015 2:47:50 PM,7/24/2015 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,7/26/2015 2:47:50 PM,17095,44.97191314,-93.2745023,-10383270.0996,5617100.8689,DOWNTOWN WEST,7/28/2015 1:35:32 PM,3/3/2017 1:40:06 PM,10734,-10383270.0996,5617100.8689
0038XX Upton AV S,3439963,MP 2015 278246,05,7/26/2015 3:25:00 PM,7/25/2015 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,7/26/2015 3:23:59 PM,11823,44.93320708,-93.31531166,-10387812.9773,5611012.4293,LINDEN HILLS,8/3/2015 12:13:11 PM,3/3/2017 1:40:06 PM,10735,-10387812.9773,5611012.42930001
0028XX 26 AV S,3439965,MP 2015 278265,03,7/26/2015 3:26:00 PM,7/26/2015 3:04:00 PM,15:04:00,SHOPLF,Shoplifting,07,7/26/2015 3:25:42 PM,19096,44.95108135,-93.2347243,-10378842.0334,5613823.5304,LONGFELLOW,7/27/2015 4:58:19 AM,3/3/2017 1:40:06 PM,10736,-10378842.0334,5613823.5304
0009XX Marquette AV S,3439967,MP 2015 278212,01,7/26/2015 3:27:00 PM,7/25/2015 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,7/26/2015 3:26:59 PM,17243,44.97390086,-93.27292145,-10383094.1205,5617413.6465,DOWNTOWN WEST,7/27/2015 8:14:08 AM,3/3/2017 1:40:06 PM,10737,-10383094.1205,5617413.64650001
0020XX Hennepin AV S,3439972,MP 2015 996293,05,7/26/2015 4:11:00 PM,7/24/2015 2:00:00 AM,02:00:00,THEFT,Other Theft,07,7/26/2015 4:11:11 PM,16064,44.96229704,-93.29163482,-10385177.2829,5615587.8779,LOWRY HILL EAST,8/3/2015 12:49:24 PM,3/3/2017 1:40:06 PM,10738,-10385177.2829,5615587.87790001
0060XX Portland AV S,3439974,MP 2015 278321,03,7/26/2015 4:30:00 PM,7/26/2015 1:00:00 PM,13:00:00,THEFT,Other Theft,07,7/26/2015 4:31:28 PM,17711,44.89340968,-93.2677992,-10382523.9145,5604756.6013,DIAMOND LAKE,7/27/2015 7:48:16 AM,3/3/2017 1:40:06 PM,10739,-10382523.9145,5604756.6013
0005XX Irving AV N,3439975,MP 2015 278201,04,7/26/2015 4:36:00 PM,7/26/2015 1:22:00 PM,13:22:00,THEFT,Other Theft,07,7/26/2015 4:36:27 PM,15721,44.98337968,-93.29943207,-10386045.269,5618905.3361,HARRISON,7/28/2015 1:19:44 PM,3/3/2017 1:40:06 PM,10740,-10386045.269,5618905.33609999
0026XX Lyndale AV S,3439979,MP 2015 996292,05,7/26/2015 4:52:23 PM,7/26/2015 1:45:00 PM,13:45:00,THEFT,Other Theft,07,7/26/2015 4:52:23 PM,16678,44.95463813,-93.28804768,-10384777.9651,5614383.0134,WHITTIER,7/26/2015 4:52:27 PM,3/3/2017 1:40:06 PM,10741,-10384777.9651,5614383.0134
0025XX Lake ST E,3439985,MP 2015 278305,03,7/26/2015 5:20:00 PM,7/26/2015 3:53:00 PM,15:53:00,SHOPLF,Shoplifting,07,7/26/2015 5:18:28 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,7/28/2015 10:41:29 AM,3/3/2017 1:40:06 PM,10742,-10378889.0961,5613397.3273
0028XX 26 AV S,3439986,MP 2015 278309,03,7/26/2015 5:21:00 PM,7/26/2015 3:59:00 PM,15:59:00,BURGB,Burglary Of Business,06,7/26/2015 5:20:34 PM,19096,44.95108135,-93.2347243,-10378842.0334,5613823.5304,LONGFELLOW,7/28/2015 10:00:45 AM,3/3/2017 1:40:06 PM,10743,-10378842.0334,5613823.5304
Cedar AV S / Lake ST E,3439987,MP 2015 278285,03,7/26/2015 5:31:00 PM,7/26/2015 1:00:00 PM,13:00:00,DASLT3,3rd Deg Domes Aslt,05,7/26/2015 5:31:03 PM,,44.94837,-93.24741,-10380254.42,5613397.215,POWDERHORN PARK,7/28/2015 10:46:01 AM,3/3/2017 1:40:06 PM,10744,-10380254.42,5613397.21500001
00002X 5 ST N,3439988,MP 2015 996291,01,7/26/2015 5:32:21 PM,7/25/2015 1:00:00 AM,01:00:00,THEFT,Other Theft,07,7/26/2015 5:32:21 PM,16701,44.97996756,-93.27316614,-10383121.3599,5618368.3395,DOWNTOWN WEST,7/27/2015 8:14:32 AM,3/3/2017 1:40:06 PM,10745,-10383121.3599,5618368.33950001
0018XX Lincoln ST NE,3439991,MP 2015 278333,02,7/26/2015 5:41:00 PM,7/26/2015 4:00:00 PM,16:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 5:40:54 PM,19043,45.00687878,-93.2384514,-10379256.9317,5622604.4742,WINDOM PARK,7/27/2015 11:01:14 AM,3/3/2017 1:40:06 PM,10746,-10379256.9317,5622604.47420001
0003XX 31 ST W,3439995,MP 2015 278413,05,7/26/2015 6:10:00 PM,7/10/2015 8:00:00 AM,08:00:00,THEFT,Other Theft,07,7/26/2015 6:09:02 PM,11379,44.94660001,-93.28366611,-10384290.2102,5613118.6647,LYNDALE,8/3/2015 12:13:47 PM,3/3/2017 1:40:06 PM,10747,-10384290.2102,5613118.6647
0042XX Aldrich AV S,3439996,MP 2015 278371,05,7/26/2015 6:10:00 PM,7/25/2015 4:10:00 PM,16:10:00,AUTOTH,Motor Vehicle Theft,08,7/26/2015 6:09:30 PM,20719,44.9259032,-93.28956397,-10384946.7574,5609863.9942,EAST HARRIET,8/3/2015 12:13:24 PM,3/3/2017 1:40:06 PM,10748,-10384946.7574,5609863.9942
0034XX Central AV NE,3439997,MP 2015 278341,02,7/26/2015 6:12:00 PM,7/26/2015 1:30:00 AM,01:30:00,TFPER,Theft From Person,07,7/26/2015 6:11:25 PM,20458,45.03032205,-93.24724692,-10380236.0451,5626296.3361,WAITE PARK,7/27/2015 3:20:25 PM,3/3/2017 1:40:06 PM,10749,-10380236.0451,5626296.33609999
12 ST N / Glenwood AV ,3440001,MP 2015 278419,01,7/26/2015 6:40:00 PM,7/26/2015 5:00:00 PM,17:00:00,ROBPER,Robbery Of Person,04,7/26/2015 6:40:51 PM,,44.97893,-93.28153,-10384052.16,5618204.769,DOWNTOWN WEST,7/28/2015 5:31:24 AM,3/3/2017 1:40:06 PM,10750,-10384052.16,5618204.769
0032XX Bryant AV N,3440006,MP 2015 278449,04,7/26/2015 7:33:00 PM,7/26/2015 6:37:00 PM,18:37:00,ASLT2,Asslt W/dngrs Weapon,05,7/26/2015 7:30:48 PM,10476,45.01402269,-93.29054001,-10385055.4094,5623729.3423,MCKINLEY,7/27/2015 3:13:29 AM,3/3/2017 1:40:06 PM,10751,-10385055.4094,5623729.34229999
0035XX 46 ST E,3440009,MP 2015 278462,03,7/26/2015 7:39:00 PM,7/23/2015 12:00:00 AM,00:00:00,BIKETF,Bike Theft,07,7/26/2015 7:39:33 PM,15791,44.91968663,-93.22103275,-10377317.8975,5608886.639,ERICSSON,7/28/2015 7:57:21 AM,3/3/2017 1:40:06 PM,10752,-10377317.8975,5608886.639
33 AV S / 25 ST E,3440019,MP 2015 996289,03,7/26/2015 8:42:09 PM,7/1/2015 12:01:00 AM,00:01:00,THEFT,Other Theft,07,7/26/2015 8:42:09 PM,,44.95738,-93.22398,-10377646.29,5614814.717,SEWARD,7/27/2015 7:53:42 AM,3/3/2017 1:40:06 PM,10753,-10377646.29,5614814.717
7 ST S / Marquette AV S,3440023,MP 2015 996288,01,7/26/2015 9:11:38 PM,7/25/2015 11:00:00 PM,23:00:00,THEFT,Other Theft,07,7/26/2015 9:11:38 PM,,44.97632,-93.27088,-10382867.16,5617794.532,DOWNTOWN WEST,7/27/2015 8:14:23 AM,3/3/2017 1:40:06 PM,10754,-10382867.16,5617794.53200001
0028XX 30 AV S,3440031,MP 2015 278646,03,7/26/2015 10:00:00 PM,7/26/2015 9:00:00 PM,21:00:00,DASTR,Domestic Assault/Strangulation,05,7/26/2015 9:55:12 PM,18041,44.95107587,-93.22838199,-10378136.0103,5613822.6688,LONGFELLOW,7/27/2015 3:48:45 AM,3/3/2017 1:40:06 PM,10755,-10378136.0103,5613822.6688
35 AV N / Knox AV N,3440038,MP 2015 278402,04,7/26/2015 10:08:00 PM,7/26/2015 5:30:00 PM,17:30:00,ROBPAG,Robbery Per Agg,04,7/26/2015 10:27:43 PM,,45.01861,-93.30191,-10386321.35,5624452.464,FOLWELL,7/28/2015 5:31:15 AM,3/3/2017 1:40:06 PM,10756,-10386321.35,5624452.46400001
36 AV N / Fremont AV N,3440051,MP 2015 278727,04,7/26/2015 11:30:00 PM,7/26/2015 9:00:00 PM,21:00:00,ROBPER,Robbery Of Person,04,7/26/2015 11:23:00 PM,,45.02036,-93.29559,-10385617.79,5624727.836,FOLWELL,7/27/2015 3:08:12 AM,3/3/2017 1:40:06 PM,10757,-10385617.79,5624727.83600001
0002XX Main ST SE,3440053,MP 2015 278628,02,7/26/2015 10:30:00 PM,7/26/2015 8:58:00 PM,20:58:00,TFPER,Theft From Person,07,7/26/2015 11:23:51 PM,17347,44.98479525,-93.2562213,-10381235.0688,5619128.1276,MARCY HOLMES,7/27/2015 3:18:02 PM,3/3/2017 1:40:06 PM,10758,-10381235.0688,5619128.1276
0030XX 15 AV S,3440054,MP 2015 278693,03,7/26/2015 11:40:00 PM,7/26/2015 9:00:00 AM,09:00:00,BURGD,Burglary Of Dwelling,06,7/26/2015 11:32:00 PM,22199,44.94745786,-93.25377331,-10380962.5598,5613253.5911,POWDERHORN PARK,7/27/2015 9:24:26 AM,3/3/2017 1:40:06 PM,10759,-10380962.5598,5613253.5911
37 ST E / Clinton AV S,3440056,MP 2015 278790,03,7/26/2015 11:35:00 PM,7/21/2015 7:00:00 PM,19:00:00,CSCR,Crim Sex Cond-rape,03,7/26/2015 11:34:32 PM,,44.93595,-93.27145,-10382930.35,5611444.171,CENTRAL,7/27/2015 10:25:25 AM,3/3/2017 1:40:06 PM,10760,-10382930.35,5611444.17100001
0003XX 2 AV N,3440058,MP 2015 278861,01,7/26/2015 11:51:00 PM,7/25/2015 1:50:00 AM,01:50:00,ASLT2,Asslt W/dngrs Weapon,05,7/26/2015 11:50:12 PM,17207,44.98246167,-93.27310707,-10383114.784,5618760.8578,DOWNTOWN WEST,7/27/2015 7:15:36 AM,3/3/2017 1:40:06 PM,10761,-10383114.784,5618760.8578
