PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0030XX 50 ST W,3745342,MP 2018 075000,05,3/9/2018 1:04:00 PM,3/9/2018 11:45:00 AM,11:45:00,TFMV,Theft From Motr Vehc,07,3/9/2018 1:04:38 PM,14750,44.91244302,-93.31822014,-10388136.7477,5607747.9471,FULTON,3/9/2018 10:41:57 PM,3/10/2018 8:00:34 PM,4573,-10388136.7477,5607747.9471
0008XX Lake ST W,3745367,MP 2018 075181,05,3/9/2018 3:00:00 PM,2/28/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,3/9/2018 2:56:37 PM,16079,44.9483642,-93.29001302,-10384996.7456,5613396.1462,CARAG,3/9/2018 10:40:29 PM,3/10/2018 8:00:34 PM,4574,-10384996.7456,5613396.1462
0047XX Emerson AV S,3745369,MP 2018 075223,05,3/9/2018 3:10:00 PM,6/1/2017 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/9/2018 3:03:16 PM,11336,44.91685011,-93.29466856,-10385514.9979,5608440.7223,LYNNHURST,3/9/2018 10:34:57 PM,3/10/2018 8:00:34 PM,4575,-10385514.9979,5608440.7223
0003XX Hennepin AV E,3745373,MP 2018 075131,02,3/9/2018 3:36:00 PM,3/9/2018 1:35:00 PM,13:35:00,SHOPLF,Shoplifting,07,3/9/2018 3:35:56 PM,21087,44.98822671,-93.25566927,-10381173.6169,5619668.2131,NICOLLET ISLAND - EAST BANK,3/9/2018 11:16:14 PM,3/10/2018 8:00:34 PM,4576,-10381173.6169,5619668.2131
0024XX Blaisdell AV S,3745377,MP 2018 075237,05,3/9/2018 4:30:00 PM,3/9/2018 3:00:00 PM,15:00:00,TFPER,Theft From Person,07,3/9/2018 4:27:30 PM,16775,44.95821922,-93.27962189,-10383840.0102,5614946.3537,WHITTIER,3/9/2018 10:39:33 PM,3/10/2018 8:00:34 PM,4577,-10383840.0102,5614946.3537
0030XX Hennepin AV S,3745387,MP 2018 075341,05,3/9/2018 5:20:00 PM,3/9/2018 4:42:00 PM,16:42:00,THEFT,Other Theft,07,3/9/2018 5:18:53 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,3/9/2018 10:43:48 PM,3/10/2018 8:00:34 PM,4578,-10385918.3514,5613256.1615
0027XX Lyndale AV S,3745389,MP 2018 075296,05,3/9/2018 5:26:00 PM,3/9/2018 3:00:00 PM,15:00:00,THEFT,Other Theft,07,3/9/2018 5:23:54 PM,16753,44.95284304,-93.28806046,-10384779.3872,5614100.6408,WHITTIER,3/9/2018 10:21:34 PM,3/10/2018 8:00:34 PM,4579,-10384779.3872,5614100.6408
Hennepin AV S / Lake ST W,3745395,MP 2018 067458,05,3/9/2018 6:00:00 PM,3/3/2018 3:32:00 AM,03:32:00,ASLT1,Aslt-great Bodily Hm,05,3/9/2018 5:47:29 PM,,44.94836,-93.29828,-10385917.23,5613395.984,EAST ISLES,3/9/2018 11:07:58 PM,3/10/2018 8:00:34 PM,4580,-10385917.23,5613395.984
0018XX Nicollet AV S,3745399,MP 2018 075455,05,3/9/2018 6:15:00 PM,3/9/2018 8:00:00 AM,08:00:00,AUTOTH,Motor Vehicle Theft,08,3/9/2018 6:15:02 PM,22155,44.96471066,-93.27781232,-10383638.5694,5615967.612,STEVENS SQUARE - LORING HEIGHTS,3/10/2018 4:07:10 AM,3/10/2018 8:00:34 PM,4581,-10383638.5694,5615967.612
0030XX Hennepin AV S,3745409,MP 2018 075452,05,3/9/2018 7:21:00 PM,3/9/2018 3:30:00 PM,15:30:00,THEFT,Other Theft,07,3/9/2018 7:16:23 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,3/9/2018 10:44:10 PM,3/10/2018 8:00:34 PM,4582,-10385918.3514,5613256.1615
0027XX 39 AV S,3745413,MP 2018 075286,03,3/9/2018 7:32:00 PM,3/8/2018 7:30:00 PM,19:30:00,BURGD,Burglary Of Dwelling,06,3/9/2018 7:31:04 PM,11236,44.95286342,-93.21656362,-10376820.3953,5614103.8459,COOPER,3/10/2018 3:45:45 PM,3/10/2018 8:00:34 PM,4583,-10376820.3953,5614103.8459
12 AV S / Lake ST E,3745415,MP 2018 075442,03,3/9/2018 7:35:00 PM,3/9/2018 5:48:00 PM,17:48:00,ROBPER,Robbery Of Person,04,3/9/2018 7:35:31 PM,,44.94836,-93.25759,-10381387.33,5613395.837,POWDERHORN PARK,3/9/2018 11:18:19 PM,3/10/2018 8:00:34 PM,4584,-10381387.33,5613395.837
0029XX Fremont AV N,3745429,MP 2018 075534,04,3/9/2018 8:44:00 PM,2/26/2018 12:00:00 AM,00:00:00,BURGD,Burglary Of Dwelling,06,3/9/2018 8:43:04 PM,22232,45.01044525,-93.29558409,-10385616.9137,5623166.0271,JORDAN,3/9/2018 10:59:17 PM,3/10/2018 8:00:34 PM,4585,-10385616.9137,5623166.0271
11 AV SE / 8 ST SE,3745443,MP 2018 075471,02,3/9/2018 10:00:00 PM,3/9/2018 6:21:00 PM,18:21:00,ROBPAG,Robbery Per Agg,04,3/9/2018 10:01:22 PM,,44.98607,-93.23682,-10379075.46,5619329.315,MARCY HOLMES,3/10/2018 6:57:52 PM,3/10/2018 8:00:34 PM,4586,-10379075.46,5619329.315
0018XX Nicollet AV S,3745448,MP 2018 075772,05,3/9/2018 10:18:00 PM,3/9/2018 9:38:00 PM,21:38:00,THEFT,Other Theft,07,3/9/2018 10:18:22 PM,22155,44.96471066,-93.27781232,-10383638.5694,5615967.612,STEVENS SQUARE - LORING HEIGHTS,3/10/2018 4:06:50 AM,3/10/2018 8:00:34 PM,4587,-10383638.5694,5615967.612
00001X Lake ST W,3745455,MP 2018 075627,05,3/9/2018 10:44:00 PM,3/9/2018 8:14:00 PM,20:14:00,THEFT,Other Theft,07,3/9/2018 10:43:47 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/10/2018 8:11:34 AM,3/10/2018 8:00:34 PM,4588,-10383749.3904,5613393.4476
0002XX 62 ST W,3745463,MP 2018 075768,05,3/9/2018 11:10:00 PM,3/9/2018 8:00:00 PM,20:00:00,BURGD,Burglary Of Dwelling,06,3/9/2018 11:09:50 PM,13466,44.89062727,-93.28192559,-10384096.4566,5604319.3917,WINDOM,3/10/2018 4:02:59 AM,3/10/2018 8:00:34 PM,4589,-10384096.4566,5604319.3917
2 ST N / 21 AV N,3745472,MP 2018 075942,04,3/9/2018 11:45:00 PM,3/9/2018 10:30:00 PM,22:30:00,TFMV,Theft From Motr Vehc,07,3/9/2018 11:42:11 PM,,45.00024,-93.28021,-10383905.16,5621559.626,HAWTHORNE,3/10/2018 6:10:05 AM,3/10/2018 8:00:34 PM,4590,-10383905.16,5621559.626
0041XX 3 AV S,3745484,MP 2018 075723,03,3/10/2018 12:40:00 AM,3/9/2018 9:15:00 PM,21:15:00,BURGD,Burglary Of Dwelling,06,3/10/2018 12:44:10 AM,16261,44.92777335,-93.27273809,-10383073.7091,5610158.0363,BRYANT,3/10/2018 3:47:10 PM,3/10/2018 8:00:34 PM,4591,-10383073.7091,5610158.0363
0010XX 30 AV N,3745485,MP 2018 076011,04,3/10/2018 12:49:00 AM,3/9/2018 11:59:00 PM,23:59:00,DASLT2,2nd Deg Domes Aslt,05,3/10/2018 12:44:55 AM,14211,45.01133796,-93.29243031,-10385265.8366,5623306.5933,HAWTHORNE,3/10/2018 12:44:34 PM,3/10/2018 8:00:34 PM,4592,-10385265.8366,5623306.5933
0032XX Russell AV N,3745491,MP 2018 076036,04,3/10/2018 1:40:00 AM,3/10/2018 12:00:00 AM,00:00:00,BURGD,Burglary Of Dwelling,06,3/10/2018 1:38:53 AM,18759,45.01414127,-93.31079374,-10387310.0443,5623748.0153,CLEVELAND,3/10/2018 3:57:00 AM,3/10/2018 8:00:34 PM,4593,-10387310.0443,5623748.0153
0039XX 2 AV S,3745492,MP 2018 076055,03,3/10/2018 1:41:00 AM,3/8/2018 10:00:00 PM,22:00:00,BURGD,Burglary Of Dwelling,06,3/10/2018 1:40:54 AM,18632,44.9314217,-93.27403258,-10383217.8108,5610731.6904,BRYANT,3/10/2018 3:47:46 PM,3/10/2018 8:00:34 PM,4594,-10383217.8108,5610731.6904
0003XX Hennepin AV S,3745497,MP 2018 076132,01,3/10/2018 2:30:00 AM,3/10/2018 1:30:00 AM,01:30:00,DASLT2,2nd Deg Domes Aslt,05,3/10/2018 2:29:28 AM,17867,44.98086593,-93.27076425,-10382853.9825,5618509.721,DOWNTOWN WEST,3/10/2018 3:27:47 AM,3/10/2018 8:00:34 PM,4595,-10382853.9825,5618509.721
0003XX 1 AV N,3745500,MP 2018 076144,01,3/10/2018 2:45:00 AM,3/10/2018 2:14:00 AM,02:14:00,ASLT2,Asslt W/dngrs Weapon,05,3/10/2018 2:45:42 AM,17120,44.98165497,-93.27196341,-10382987.4716,5618633.899,DOWNTOWN WEST,3/10/2018 7:45:41 AM,3/10/2018 8:00:34 PM,4596,-10382987.4716,5618633.899
0029XX Pillsbury AV S,3745503,MP 2018 076086,05,3/10/2018 3:06:00 AM,3/10/2018 1:00:00 AM,01:00:00,AUTOTH,Motor Vehicle Theft,08,3/10/2018 3:06:07 AM,20803,44.94955167,-93.28134598,-10384031.9351,5613582.9231,WHITTIER,3/10/2018 3:57:06 AM,3/10/2018 8:00:34 PM,4597,-10384031.9351,5613582.9231
0025XX 34 AV S,3745514,MP 2018 076171,03,3/10/2018 5:06:00 AM,3/10/2018 2:00:00 AM,02:00:00,THEFT,Other Theft,07,3/10/2018 5:05:22 AM,11244,44.95648579,-93.222462,-10377477.0003,5614673.6634,SEWARD,3/10/2018 7:35:45 PM,3/10/2018 8:00:34 PM,4598,-10377477.0003,5614673.6634
0005XX 15 AV S,3745588,MP 2018 076278,01,3/10/2018 8:50:00 AM,3/10/2018 7:30:00 AM,07:30:00,TFMV,Theft From Motr Vehc,07,3/10/2018 8:44:42 AM,20266,44.9696582,-93.25060737,-10380610.1289,5616746.0541,CEDAR RIVERSIDE,3/10/2018 11:46:31 AM,3/10/2018 8:00:34 PM,4599,-10380610.1289,5616746.0541
0041XX 18 AV S,3745592,MP 2018 076317,03,3/10/2018 9:20:00 AM,3/10/2018 5:00:00 AM,05:00:00,TFMV,Theft From Motr Vehc,07,3/10/2018 9:23:49 AM,20872,44.92778748,-93.2485904,-10380385.6005,5610160.2571,BANCROFT,3/10/2018 3:50:01 PM,3/10/2018 8:00:34 PM,4600,-10380385.6005,5610160.2571
0040XX 18 AV S,3745593,MP 2018 998783,03,3/10/2018 9:30:44 AM,3/9/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/10/2018 9:30:44 AM,18808,44.92955222,-93.24859515,-10380386.129,5610437.7345,BANCROFT,3/10/2018 3:53:28 PM,3/10/2018 8:00:34 PM,4601,-10380386.129,5610437.7345
0050XX Upton AV N,3745594,MP 2018 076313,04,3/10/2018 9:30:00 AM,3/10/2018 9:14:00 AM,09:14:00,AUTOTH,Motor Vehicle Theft,08,3/10/2018 9:32:31 AM,10076,45.04668867,-93.31563894,-10387849.4101,5628874.6595,SHINGLE CREEK,3/10/2018 11:16:28 AM,3/10/2018 8:00:34 PM,4602,-10387849.4101,5628874.6595
0029XX PARK AV ,3745604,MP 2018 998781,03,3/10/2018 10:38:16 AM,3/8/2018 8:00:00 AM,08:00:00,THEFT,Other Theft,07,3/10/2018 10:38:16 AM,16417,44.95014794,-93.26520218,-10382234.8151,5613676.7113,PHILLIPS WEST,3/10/2018 3:52:47 PM,3/10/2018 8:00:34 PM,4603,-10382234.8151,5613676.7113
0002XX 10 ST S,3745607,MP 2018 076338,01,3/10/2018 10:50:00 AM,3/5/2018 12:45:00 PM,12:45:00,AUTOTH,Motor Vehicle Theft,08,3/10/2018 10:51:35 AM,19565,44.97251895,-93.27125498,-10382908.6105,5617196.1939,DOWNTOWN WEST,3/10/2018 12:07:09 PM,3/10/2018 8:00:34 PM,4604,-10382908.6105,5617196.1939
0045XX SNELLING AV ,3745609,MP 2018 998780,03,3/10/2018 11:02:29 AM,3/9/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/10/2018 11:02:29 AM,13837,44.92060354,-93.21697928,-10376866.6672,5609030.787,HIAWATHA,3/10/2018 3:52:19 PM,3/10/2018 8:00:34 PM,4605,-10376866.6672,5609030.787
0014XX Lake ST W,3745611,MP 2018 076401,05,3/10/2018 11:18:00 AM,3/4/2018 1:30:00 AM,01:30:00,TFPER,Theft From Person,07,3/10/2018 11:17:42 AM,21952,44.94836492,-93.30019407,-10386130.0945,5613396.2594,EAST ISLES,3/10/2018 3:17:28 PM,3/10/2018 8:00:34 PM,4606,-10386130.0945,5613396.2594
0024XX Hennepin AV S,3745613,MP 2018 076384,05,3/10/2018 11:25:00 AM,3/8/2018 8:22:00 PM,20:22:00,SHOPLF,Shoplifting,07,3/10/2018 11:25:15 AM,17602,44.95777856,-93.29509939,-10385562.9573,5614877.0316,EAST ISLES,3/10/2018 3:14:10 PM,3/10/2018 8:00:34 PM,4607,-10385562.9573,5614877.0316
0033XX 22 AV S,3745614,MP 2018 076374,03,3/10/2018 11:34:00 AM,3/9/2018 5:30:00 PM,17:30:00,AUTOTH,Motor Vehicle Theft,08,3/10/2018 11:33:53 AM,13240,44.94213483,-93.24060157,-10379496.2875,5612416.3942,CORCORAN,3/10/2018 3:40:07 PM,3/10/2018 8:00:34 PM,4608,-10379496.2875,5612416.3942
0027XX Lake ST E,3745616,MP 2018 076405,03,3/10/2018 11:36:00 AM,3/10/2018 10:45:00 AM,10:45:00,ROBPAG,Robbery Per Agg,04,3/10/2018 11:36:26 AM,19099,44.94837563,-93.23238466,-10378581.5855,5613397.944,LONGFELLOW,3/10/2018 1:05:03 PM,3/10/2018 8:00:34 PM,4609,-10378581.5855,5613397.944
0011XX Lowry AV N,3745620,MP 2018 076427,04,3/10/2018 11:30:00 AM,3/9/2018 4:55:00 PM,16:55:00,THEFT,Other Theft,07,3/10/2018 12:06:59 PM,10388,45.01313108,-93.29369781,-10385406.9345,5623588.9429,FOLWELL,3/10/2018 1:01:42 PM,3/10/2018 8:00:34 PM,4610,-10385406.9345,5623588.9429
0010XX 24 ST W,3745626,MP 2018 076377,05,3/10/2018 1:04:00 PM,3/9/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,3/10/2018 1:04:21 PM,16065,44.95912137,-93.29247331,-10385270.6241,5615088.2774,LOWRY HILL EAST,3/10/2018 3:14:43 PM,3/10/2018 8:00:34 PM,4611,-10385270.6241,5615088.2774
0014XX Lake ST W,3745627,MP 2018 076434,05,3/10/2018 12:49:00 PM,3/10/2018 12:30:00 AM,00:30:00,ROBPAG,Robbery Per Agg,04,3/10/2018 1:18:59 PM,16980,44.94836481,-93.29764471,-10385846.3014,5613396.2413,CARAG,3/10/2018 6:22:38 PM,3/10/2018 8:00:34 PM,4612,-10385846.3014,5613396.2413
00001X Lake ST W,3745637,MP 2018 076519,05,3/10/2018 2:10:00 PM,3/10/2018 1:30:00 PM,13:30:00,SHOPLF,Shoplifting,07,3/10/2018 2:05:22 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/10/2018 3:13:49 PM,3/10/2018 8:00:34 PM,4613,-10383749.3904,5613393.4476
0034XX Girard AV N,3733263,MP 2018 010144,04,1/10/2018 9:22:00 PM,1/9/2018 7:00:00 PM,19:00:00,BURGD,Burglary Of Dwelling,06,1/10/2018 9:21:21 PM,19934,45.01766506,-93.29685009,-10385757.8446,5624302.9178,FOLWELL,1/12/2018 8:01:41 PM,1/13/2018 8:00:35 PM,4614,-10385757.8446,5624302.9178
0033XX Emerson AV N,3733523,MP 2018 011798,04,1/12/2018 6:15:00 AM,1/12/2018 5:00:00 AM,05:00:00,BURGD,Burglary Of Dwelling,06,1/12/2018 6:11:18 AM,19818,45.01583896,-93.29433053,-10385477.369,5624015.3514,FOLWELL,1/13/2018 3:48:58 AM,1/13/2018 8:00:35 PM,4615,-10385477.369,5624015.3514
0025XX Grand ST NE,3733633,MP 2018 012128,02,1/12/2018 3:00:00 PM,1/12/2018 2:00:00 PM,14:00:00,THEFT,Other Theft,07,1/12/2018 2:44:38 PM,16387,45.01388443,-93.27012544,-10382782.87,5623707.571,MARSHALL TERRACE,1/13/2018 12:00:59 AM,1/13/2018 8:00:35 PM,4616,-10382782.87,5623707.571
0057XX 33 AV S,3733634,MP 2018 012143,03,1/12/2018 2:46:00 PM,1/12/2018 2:00:00 PM,14:00:00,ROBPER,Robbery Of Person,04,1/12/2018 2:45:28 PM,13986,44.89870621,-93.22418506,-10377668.8109,5605588.923,WENONAH,1/13/2018 8:28:35 AM,1/13/2018 8:00:35 PM,4617,-10377668.8109,5605588.923
0030XX Clinton AV S,3733644,MP 2018 012124,03,1/12/2018 3:51:00 PM,1/12/2018 8:00:00 AM,08:00:00,THEFT,Other Theft,07,1/12/2018 3:51:28 PM,22014,44.94750688,-93.27157691,-10382944.4475,5613261.3012,CENTRAL,1/12/2018 8:23:09 PM,1/13/2018 8:00:35 PM,4618,-10382944.4475,5613261.3012
0023XX Central AV NE,3733645,MP 2018 012227,02,1/12/2018 3:50:00 PM,1/12/2018 12:00:00 PM,12:00:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 3:55:54 PM,19574,45.0115231,-93.2473508,-10380247.609,5623335.7453,WINDOM PARK,1/12/2018 11:49:43 PM,1/13/2018 8:00:35 PM,4619,-10380247.609,5623335.7453
16 AV S / Franklin AV E,3733646,MP 2018 012204,03,1/12/2018 4:00:00 PM,1/12/2018 4:00:00 AM,04:00:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 3:57:40 PM,,44.96284,-93.25108,-10380663.08,5615672.904,VENTURA VILLAGE,1/13/2018 4:17:11 PM,1/13/2018 8:00:35 PM,4620,-10380663.08,5615672.904
0037XX Colfax AV S,3733670,MP 2018 012224,05,1/12/2018 3:40:00 PM,1/12/2018 7:30:00 AM,07:30:00,BURGD,Burglary Of Dwelling,06,1/12/2018 5:15:38 PM,20060,44.93498326,-93.29205527,-10385224.0879,5611291.7316,EAST HARRIET,1/13/2018 2:23:45 AM,1/13/2018 8:00:35 PM,4621,-10385224.0879,5611291.7316
0019XX 4 AV N,3733672,MP 2018 012240,04,1/12/2018 5:23:00 PM,1/12/2018 3:59:00 PM,15:59:00,BURGD,Burglary Of Dwelling,06,1/12/2018 5:22:49 PM,22101,44.98158077,-93.30517362,-10386684.4154,5618622.2207,HARRISON,1/13/2018 5:30:15 PM,1/13/2018 8:00:35 PM,4622,-10386684.4154,5618622.2207
0037XX 45 AV S,3733674,MP 2018 012210,03,1/12/2018 5:36:00 PM,1/12/2018 2:00:00 PM,14:00:00,THEFT,Other Theft,07,1/12/2018 5:35:59 PM,12269,44.935092,-93.20893393,-10375971.0622,5611308.8311,HOWE,1/12/2018 8:18:53 PM,1/13/2018 8:00:35 PM,4623,-10375971.0622,5611308.8311
0012XX Washington AV S,3733678,MP 2018 012226,01,1/12/2018 6:20:00 PM,1/12/2018 3:30:00 PM,15:30:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 6:08:58 PM,19227,44.97447173,-93.25115192,-10380670.7481,5617503.4775,DOWNTOWN EAST,1/12/2018 9:28:01 PM,1/13/2018 8:00:35 PM,4624,-10380670.7481,5617503.4775
0034XX 4 AV S,3733679,MP 2018 012246,03,1/12/2018 6:10:00 PM,1/12/2018 3:30:00 PM,15:30:00,THEFT,Other Theft,07,1/12/2018 6:09:55 PM,12104,44.94046608,-93.2702046,-10382791.6828,5612153.9526,CENTRAL,1/12/2018 8:13:23 PM,1/13/2018 8:00:35 PM,4625,-10382791.6828,5612153.9526
0004XX Hennepin AV S,3733689,MP 2018 012282,01,1/12/2018 7:15:00 PM,1/12/2018 4:47:00 PM,16:47:00,THEFT,Other Theft,07,1/12/2018 6:59:17 PM,16700,44.9800647,-93.27188308,-10382978.5303,5618383.6275,DOWNTOWN WEST,1/12/2018 9:29:40 PM,1/13/2018 8:00:35 PM,4626,-10382978.5303,5618383.6275
0007XX Lowry AV N,3733690,MP 2018 012295,04,1/12/2018 7:05:00 PM,1/12/2018 5:14:00 PM,17:14:00,DASLT2,2nd Deg Domes Aslt,05,1/12/2018 7:03:16 PM,10482,45.01309601,-93.28864839,-10384844.8357,5623583.4213,MCKINLEY,1/13/2018 8:01:27 AM,1/13/2018 8:00:35 PM,4627,-10384844.8357,5623583.4213
0037XX Minnehaha AV S,3733693,MP 2018 012406,03,1/12/2018 7:18:00 PM,1/12/2018 4:30:00 PM,16:30:00,TFMV,Theft From Motr Vehc,07,1/12/2018 7:18:09 PM,21190,44.93495102,-93.22448623,-10377702.3364,5611286.6615,HOWE,1/13/2018 9:04:18 AM,1/13/2018 8:00:35 PM,4628,-10377702.3364,5611286.6615
0033XX 34 ST E,3733694,MP 2018 012438,03,1/12/2018 7:24:00 PM,1/12/2018 11:00:00 AM,11:00:00,BURGD,Burglary Of Dwelling,06,1/12/2018 7:23:58 PM,11446,44.94138377,-93.22362267,-10377606.2051,5612298.2758,HOWE,1/13/2018 12:06:49 PM,1/13/2018 8:00:35 PM,4629,-10377606.2051,5612298.2758
0036XX Minnehaha AV S,3733698,MP 2018 012416,03,1/12/2018 7:55:00 PM,1/12/2018 6:28:00 PM,18:28:00,TFMV,Theft From Motr Vehc,07,1/12/2018 7:54:38 PM,18087,44.93574516,-93.22468346,-10377724.2923,5611411.5421,HOWE,1/12/2018 9:42:17 PM,1/13/2018 8:00:35 PM,4630,-10377724.2923,5611411.5421
0023XX 17 AV S,3733702,MP 2018 012472,03,1/12/2018 8:15:00 PM,1/12/2018 6:30:00 PM,18:30:00,THEFT,Other Theft,07,1/12/2018 8:16:53 PM,21480,44.96003386,-93.24984928,-10380525.7384,5615231.8288,VENTURA VILLAGE,1/12/2018 10:10:52 PM,1/13/2018 8:00:35 PM,4631,-10380525.7384,5615231.8288
0016XX Oliver AV N,3733707,MP 2018 012491,04,1/12/2018 5:00:00 PM,1/7/2018 5:00:00 AM,05:00:00,ROBPAG,Robbery Per Agg,04,1/12/2018 8:37:30 PM,14590,44.99577902,-93.30695682,-10386882.9211,5620857.0045,WILLARD - HAY,1/13/2018 1:02:59 AM,1/13/2018 8:00:35 PM,4632,-10386882.9211,5620857.0045
0013XX Theodore Wirth PK ,3733709,MP 2018 012308,04,1/12/2018 9:01:00 PM,1/12/2018 5:26:00 PM,17:26:00,THEFT,Other Theft,07,1/12/2018 8:56:09 PM,23529,44.99155809,-93.32005235,-10388340.708,5620192.5782,,1/13/2018 12:23:49 AM,1/13/2018 8:00:35 PM,4633,-10388340.708,5620192.5782
0008XX 28 ST E,3733710,MP 2018 012291,03,1/12/2018 9:03:00 PM,1/12/2018 7:45:00 AM,07:45:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 9:02:37 PM,15519,44.95195537,-93.26136643,-10381807.8212,5613961.0113,MIDTOWN PHILLIPS,1/13/2018 4:16:27 PM,1/13/2018 8:00:35 PM,4634,-10381807.8212,5613961.0113
0031XX Emerson AV N,3733711,MP 2018 012479,04,1/12/2018 9:04:00 PM,1/12/2018 7:50:00 PM,19:50:00,THEFT,Other Theft,07,1/12/2018 9:03:21 PM,13988,45.01222156,-93.29432789,-10385477.0745,5623445.7259,JORDAN,1/13/2018 1:04:19 AM,1/13/2018 8:00:35 PM,4635,-10385477.0745,5623445.7259
0025XX Lake ST E,3733717,MP 2018 012596,03,1/12/2018 10:10:00 PM,1/12/2018 9:38:00 PM,21:38:00,SHOPLF,Shoplifting,07,1/12/2018 10:09:46 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,1/12/2018 10:33:59 PM,1/13/2018 8:00:35 PM,4636,-10378889.0961,5613397.3273
0029XX Sheridan AV N,3733721,MP 2018 012560,04,1/12/2018 11:08:00 PM,1/12/2018 9:00:00 AM,09:00:00,BURGD,Burglary Of Dwelling,06,1/12/2018 11:04:25 PM,20439,45.01053824,-93.31206383,-10387451.4305,5623180.6683,JORDAN,1/12/2018 11:28:30 PM,1/13/2018 8:00:35 PM,4637,-10387451.4305,5623180.6683
0006XX 5 ST N,3733726,MP 2018 012490,01,1/12/2018 11:30:00 PM,1/12/2018 8:06:00 PM,20:06:00,THEFT,Other Theft,07,1/12/2018 11:27:50 PM,16909,44.98504707,-93.28019274,-10383903.5564,5619167.7605,NORTH LOOP,1/13/2018 3:25:45 AM,1/13/2018 8:00:35 PM,4638,-10383903.5564,5619167.7605
0055XX Lyndale AV S,3733727,MP 2018 012509,05,1/12/2018 11:00:00 PM,1/12/2018 8:20:00 PM,20:20:00,BURGB,Burglary Of Business,06,1/12/2018 11:33:16 PM,14676,44.90236583,-93.28831059,-10384807.2321,5606164.0577,KENNY,1/13/2018 3:12:25 AM,1/13/2018 8:00:35 PM,4639,-10384807.2321,5606164.0577
0027XX University AV SE,3733732,MP 2018 012748,02,1/13/2018 12:52:00 AM,1/13/2018 12:00:00 AM,00:00:00,AUTOTH,Motor Vehicle Theft,08,1/13/2018 12:45:47 AM,13301,44.97204929,-93.21790755,-10376970.0014,5617122.2911,PROSPECT PARK - EAST RIVER ROAD,1/13/2018 1:30:57 PM,1/13/2018 8:00:35 PM,4640,-10376970.0014,5617122.2911
0044XX Logan AV N,3733744,MP 2018 012809,04,1/13/2018 2:00:00 AM,1/12/2018 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,1/13/2018 2:01:34 AM,10441,45.03605506,-93.30408494,-10386563.2242,5627199.4048,WEBBER - CAMDEN,1/13/2018 3:35:45 AM,1/13/2018 8:00:35 PM,4641,-10386563.2242,5627199.4048
0031XX Pleasant AV S,3733757,MP 2018 012925,05,1/13/2018 4:40:00 AM,1/13/2015 2:00:00 PM,14:00:00,CSCR,Crim Sex Cond-rape,03,1/13/2018 4:36:29 AM,11377,44.94566643,-93.28303231,-10384219.6562,5612971.8295,LYNDALE,1/13/2018 2:31:37 PM,1/13/2018 8:00:35 PM,4642,-10384219.6562,5612971.8295
0023XX Thomas AV N,3733758,MP 2018 012807,04,1/13/2018 5:24:00 AM,1/13/2018 1:10:00 AM,01:10:00,ROBBIZ,Robbery Of Business,04,1/13/2018 5:24:09 AM,20614,45.00331944,-93.31332375,-10387591.6844,5622044.0793,WILLARD - HAY,1/13/2018 5:16:42 PM,1/13/2018 8:00:35 PM,4643,-10387591.6844,5622044.0793
0007XX Hennepin AV S,3733760,MP 2018 012952,01,1/13/2018 5:40:00 AM,1/13/2018 1:55:00 AM,01:55:00,ROBBIZ,Robbery Of Business,04,1/13/2018 5:40:02 AM,21654,44.97758226,-93.2753473,-10383364.1645,5617992.9622,DOWNTOWN WEST,1/13/2018 2:05:27 PM,1/13/2018 8:00:35 PM,4644,-10383364.1645,5617992.9622
0007XX 14 ST E,3733765,MP 2018 008964,01,1/13/2018 7:00:00 AM,12/25/2017 12:00:00 PM,12:00:00,THEFT,Other Theft,07,1/13/2018 7:00:59 AM,18567,44.96891417,-93.26409851,-10382111.9559,5616628.9855,ELLIOT PARK,1/13/2018 2:06:04 PM,1/13/2018 8:00:35 PM,4645,-10382111.9559,5616628.9855
0036XX Fremont AV N,3733769,MP 2018 999798,04,1/13/2018 8:10:45 AM,1/12/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,1/13/2018 8:10:45 AM,10022,45.02126793,-93.2956041,-10385619.1418,5624870.3088,FOLWELL,1/13/2018 8:10:48 AM,1/13/2018 8:00:35 PM,4646,-10385619.1418,5624870.3088
